note,lang
"Jasmine, mango & pineapple Producer: Hartmann Family Varietal: Geisha Process: Anaerobic Natural Relationship: Since 2015 Region: Finca Ojo de Agua Weight: 100gms About: This tiny lot comes from Finca",en
"Floral, rose tea, silky, tropical fruit & complex acidity Farm: Don Cayito Estate Producer: Luis Ricardo, Calderon Madrigal Varietal: Geisha Process: Washed About: Don Cayito was named in honor of gre",en
"Yellow peach, honey, caramel & cinnamon Farm: La Cumbre Producer: Emilio Lopez Varietal: SL34 Process: Honey Relationship Since: 2010 About: We first met Emilio back in 2010 on our first trip to El Sa",en
"Dark chocolate, blackberry & spice Farm: La Cumbre Producer: Emilio Lopez Varietal: SL28 Process: Natural Relationship Since: 2010 About: We first met Emilio back in 2010 on our first trip to El Salva",en
"Cherry, chocolate, purple grape & complex Farm: La Cumbre Producer: Emilio Lopez Varietal: Orange Bourbon Process: Natural Relationship Since: 2010 About: We first met Emilio back in 2010 on our first",en
"Jasmine, earl grey, milk chocolate, peach & lime Farm: Bambito Estate Producer: Alberto Sitton Rois Region: Boquette Varietal: Geisha Process: Washed Relationship Since: 2012 About: Bambito Estate is",en
"Blackberry, strawberry & intense acidity Region: Embu County Varietals: SL28 & 34, Ruiru 11 & Batian Processing: Washed Recipe: Espresso: 1:2",en
"﻿Strawberry, pineapple, grapefruit and dark chocolate Region: Kirinyaga District, Central Province Varietals: SL28 & 34, Ruiru 11 ﻿Processing: Washed Process, Sun-dried Altitude: 1,600-1,700 masl ﻿Rec",en
"Bright citrus acidity, currant, berries & caramel Region: Kirinyaga Varietals: SL28, Ruiri 11 & SL34 Processing: Fully Washed & Sundried Cherry is pulped, fermented and washed removing all the sticky",en
"This creates a vibrant, sweet, and clean cup",en
"Region El Cedral (1730 masl) Varietal Mixed, Pacas and Catimor Tasting Notes Milk chocolate, blackberry, nectarine and apricot ﻿Process Washed",en
"This creates a vibrant, sweet and clean cup",en
Producer:,en
"Pink grapefruit, red currant, & floral Producer: Ovidio Gomez Region: Finca El Paraiso Varietal: Parainema Process: Washed Relationship: Since 2012 Recipe: Espresso - 1:2",en
grapefruit and white florals,en
Producer:,en
"Peach, apricot, & creamy Producer: Nahun Fernandez Region: Las Flores Varietal: Yellow Catuai Process: Anaerobic Honey Relationship: Since 2012 Recipe: Espresso - 1:2",en
yellow stone fruit like peach and apricot,en
Producer:,en
"Dark chocolate, grilled pineapple, honey, & hibiscus Producer: Nahun Fernandez Region: Las Flores Varietal: Parainema Process: Natural Relationship: Since 2012 Recipe: Espresso - 1:2",en
Producer:,en
"Peach, tangy, vanilla, & floral Producer: Nahun Fernandez Region: Las Flores Varietal: Parainema Process: Honey Relationship: Since 2012 Recipe: Espresso - 1:2",en
﻿,en
"﻿ ﻿ Chocolate fudge, pear, white nectarine and malt",en
"Lime, strawberry, & cola Region: Guji Varietal: Wolisho Process: Natural Recipes: Espresso: 1:2",en
"Juicy red fruits, clean & bright Region: Oromia District: Hambela Wamena Varietal: Mixed Heirloom Process: Washed Recipes: Espresso: 1:2",en
"Juicy strawberry, pear, & watermelon Region: Oromia, East Guji District: Odo Shakiso Woreda Varietal: Heirloom Process: Natural Recipes: Espresso: 1:2",en
"Juicy ripe peaches, raspberry, lemonade & melon Region: Buku, Oromia, Guji District: Hambela Wamena Varietal: Heirloom Process: Natural Recipes: Espresso: 1:2",en
"Peach, cherry, & winey Producer: Silva Family Varietal: Bourbon Process: Anaerobic Hone y Relationship Since: 2015 Recipes: Espresso: 1:2",en
"Cherry, red wine, & milk chocolate Relationship: Since 2012 Region : Santa Ana Process: Natural Producer : Pacas Family Farm: Finca San Joaquin Varietal : Red Bourbon Recipe: Espresso - 1:2",en
"cherry, red wine, milk chocolate with a big syrupy body",en
"Through this process, we get delicious notes of cherry, red wine, milk chocolate with a big syrupy body",en
"Honey, caramel and milk chocolate Relationship: Since 2015 Region : Ahuachapan Process: Natural Producer : Silva Family Farm: Entre Cerros Varietal : Bourbon Recipe: Espresso - 1:2",en
"Milk chocolate, stewed apple, & peanut butter Region: Santa Ana Producers: Maria Pacas Process: Washed Recipe: Espresso - 1:2",en
"Peach, blackberry, cinnamon, cocoa and syrupy Region: Apaneca Ahuachapan Varietals: Pacamara A dwarf varietal known for very good cup quality and yields",en
"Honeydew melon, peach, maple syrup and juicy Region: Apaneca, Ahuachapan Varietals: Yellow Caturra Caturra is a dwarf varietal known for good cup quality and yields",en
"Rose, peach, watermelon and silky Region: Apaneca, Ahuachapan Varietals: Bourbon A tall varietal known for very good cup quality and medium yields",en
"Green apple, green grape, apricot, caramel, and super creamy Producer: Cafe Pacas, Vivagua Mill, El Salvador Region: Canton Lomas De San Marcelino Varietal: Red Bourbon Processing: Washed - Cherry is",en
"This coffee is extremely sweet, balanced and clean, with a nice acidity that makes it ideal for espresso and filter",en
About: Finca San Joaquin is a part of the reputable collection of farms from the Pacas family in El Salvador,en
"Jammy, white peach, guava, cinnamon, caramel, & creamy mouthfeel Welcome to Finca La Siberia",en
"Raisin, date, caramel, orange and maple syrup Black & Milk/Cream: This coffee is roasted on the darker side, so it's great for drip coffee, french press and is well suited to milk or cream",en
"Floral, honey, peach, apricot, & caramel About: Welcome to Finca La Siberia",en
"Chocolate, vanilla, melon, & hibiscus",en
"Chocolate, vanilla, melon, & hibiscus Producer: Nahun Fernandez Region: Los Flores, Santa Barbara Varietal: Pacas & Catuai Process: Anaerobic Natural 60hr Relationship: Since 2012 Recipe: Espresso - 1",en
"This process creates a syrupy mouthfeel, and extra deep and complex flavors",en
"Tropical fruits, jam, & milk chocolate Region: Nueva Segovia Producers: Olman Valladarez Process: Anaerobic Natural 60hrs Recipe: Espresso - 1:2",en
"Plum, grape, 100% purple Region: Nueva Segovia Producers: Olman Valladarez Process: Anaerobic Natural 72hr Recipe: Espresso - 1:2",en
"Cinnamon, red apple, & hot cross buns Region: Tarrazú Producers: Luis Eduardo Campos Varietal: Caturra Process: Anaerobic Recipe: Espresso - 1:2",en
"Grilled peach, mango, papaya, passionfruit, & cola Region: Kayanza Varietal: Red Bourbon Process: Natural Recipes: Espresso: 1:2",en
"Pineapple, papaya & bubblegum Region: Carmo de Minas Producers: Luiz Paulo Dias Pereira Process: Natural Recipe: Espresso - 1:2",en
"Cinnamon, candy sweet & shortbread Region: Carmo de Minas Producers: Jesimar Sandi Process: Natural Recipe: Espresso - 1:2",en
"Green melon, confectionery, & tropical Region: Carmo de Minas Producers: Luciano Brago Process: Natural Recipe: Espresso - 1:2",en
"Strawberry, papaya, plum & cherry blossom Region: El Cedral, Santa Barbara Varietal: Pacas Process: Natural Recipe: Espresso - 1:2",en
"Toffee, malt, yellow peach, melon & black tea finish Region: Los Flores, Santa Barbara Varietal: San Ramon Process: Anaerobic Washed 48hr Recipe: Espresso - 1:2",en
Producer:,en
"Cinnamon, pink lady apple, & hard candy Producer: Luis Eduardo Campos Region: Tarrazú Varietal: Caturra Process: Washed Relationship: Since 2019 Recipe: Espresso - 1:2",en
"Dark chocolate, cherry, & creamy Region: Central Valley Varietal: Bourbon Process: Natural Recipes: Espresso: 1:2",en
"Sweet caramelised fruits, medium body, creamy mouthfeel Such a great decaf, this will take you on a great coffee journey and deliver a clean and vibrant cup that will leave you wanting more",en
"Juicy guava, milk chocolate, and panela Region : Huila Process: Washed Producers : Various Farm: La Plata Varietal : Mixed Recipe: Espresso - 1:2",en
"panela, or unrefined cane sugar, a staple in every Colombian pantry",en
"Gummi bears, rose, and plum About: This coffee is off the charts, blow your socks off amazing! The Wush Wush varietal in recent years is becoming really sort after, for its interesting character and b",en
"Dark chocolate, berries, raisin, & red apple Region: Huila Varietal: Castillo, Colombia, & Caturra Process: Washed Recipes: Espresso: 1:2",en
"Caramel, orange, toffee, & a malty finish Such a great decaf, this will take you on a great coffee journey and deliver a clean and vibrant cup that will leave you wanting more",en
"Caramel, juicy fruit, milk chocolate, balanced Region: Huila Varietal: Castillo, Colombia, Caturra, & Tabi Process: Washed Recipes: Espresso: 1:2",en
"Caramel, sweet citrus acidity, floral aroma, creamy body, balanced and smooth Region: Sierra Nevada de Santa Marta District: Nobusimake Varietal: Castillo, Caturra & Typica Process: Washed Recipes: Es",en
"Kiwi-fruit, guava, lychee & cherry bomb! Region: Finca Los Primos, Santa Barbara Varietal: Pacas Process: Natural Recipe: Espresso - 1:2",en
"Brown sugar, vanilla, orange & plum Process: Washed Region: Tolima Recipe: Espresso: 1:2",en
"Tasting Notes: Brown sugar, vanilla, orange & plum Process: Washed Region: Tolima Recipe: Espresso: 1:2",en
"Raspberry, passion fruit, red apple acidity, malt, spice, big heavy body Process: Washed Producer: Mauricio and Liliana Shattah Farm Name: La Negrita Varietal: Maragogype Altitude: 1780-2100 masl Offe",en
"Malt, milk chocolate, juicy white nectarine and pear, bright green apple acidity Region: San Agustín Varietal: Caturra Process: Washed Farmer: Oscar Javier Diaz Viveros Recommended Recipe: Espresso -",en
"Cacao, chocolate, caramel, maple syrup, and panela sugar About: Villalobos is a very old varietal that is native to Costa Rica",en
"Vibrant, panela sugar, toffee, milk chocolate, and red apple About: The Red Catuai is a commercially viable, high yielding varietal that is a mutation between Mundo Nova and Caturra strains",en
"It has the ability to make a vibrant and juicy filter and a sugary, sweet, and balanced espresso",en
"Sweet caramelised fruits, medium body, creamy mouthfeel Such a great decaf, this will take you on a great coffee journey and deliver a clean and vibrant cup that will leave you wanting more",en
"Confectionary sweetness, pink lady apple, nectarine and silky Processing: Coffee cherry is pulped to remove the outer skin",en
"Farm : Hacienda Sonora Region : Central Valley Elevation : 1100 to 1600 masl Varietal : Red Bourbon Process : Washed Tasting Notes Vibrant, panela sugar, toffee, milk chocolate, and red apple",en
"This creates a vibrant, sweet and clean cup",en
"Bakers chocolate, cherry, vanilla, & syrupy Producer: Luciano Cordeiro Varietal: Yellow Bourbon Process: Natural Relationship Since: 2019 Recipes: Espresso: 1:2",en
"Panela, floral, raspberry, & syrupy Producer: Luiz Ribeiro Varietal: Yellow Catuai Process: Natural Relationship Since: 2020 Recipes: Espresso: 1:2",en
"Bakers chocolate, mandarine, & stone fruit Producer: Ana Cecilia Velloso Varietal: Yellow Bou rbon Process: Natural Relationship Since: 2019 Recipes: Espresso: 1:2",en
"Strawberry milk, rainier cherry, & cola Producer: Nyangwe Coop Province: Kayanza Varietal: Red Bourbon Process: Natural Recipes: Espresso: 1:2",en
"Tropical, pineapple, & berries Province: Muyinga Varietal: Red Bourbon Process: Natural Recipes: Espresso: 1:2",en
"Floral, jasmine, milk chocolate, raspberry Province: Ngozi Varietal: Red Bourbon Process: Washed Recipes: Espresso: 1:2",en
"Papaya, mango, passionfruit, & juicy Region: Carmo de Minas Producer: Alvaro Coli Process: Natural Recipe: Espresso - 1:2",en
"Marzipan, yellow fruit, melon, & nougat Region: Cerrado Mineiro Producers: Proud Mary Coffee, Nunes Coffee, Lucca Cafés Especiais & Região do Cerrado Mineiro Process: Natural Anaerobic 36 hr Recipe: E",en
"Red plum, apricot, brown sugar & silky body Region: Cerrado Mineiro Process: Pulp Natural Recipe: Espresso - 1:2",en
"Yellow fruit, brown sugar, a soft refined acidity & fudge brownie Region: Carmo de Minas Process: Pulp Natural Recipe: Espresso - 1:2",en
"This is the creamy natural blend, it was selected for its' silky big creamy vanilla body, chocolate and caramels",en
"Caramel fudge, mandarin, apricot acidity, big creamy body Region: Serra da Mantiqueira Varietal: Yellow Bourbon Process: Pulp Natural Farmer: Jose' Wagner Recommended Recipe: Espresso - 1:2",en
"Juicy mango, tangy mandarin, bergamot, tropical fruit cocktail explosion",en
"It is these high altitudes that really make the Geisha’s bright, floral aromatics express themselves",en
Producer:,en
"Cinnamon, red apple, & hot cross buns Producer: Luis Eduardo Campos Region: Tarrazú Varietal: Caturra Process: Anaerobic Relationship: Since 2019 Recipe: Espresso - 1:2",en
"Chocolate, red apple, raisin, & juicy Producer: Luciano Cordeiro Varietal: Red Catuai Process: Pulped Natural Relationship Since: 2019 Recipes: Espresso: 1:2",en
"Jasmine florals, raspberry, & sweet toffee Region: Yirgacheffe Varietal: Heirloom Process: Washed Recipes: Espresso: 1:2",en
"Chocolate, blackberry, black tea Varietal: Catimor Process: Washed Relationship Since: 2012 Recipes: Espresso: 1:2",en
"Hawaiian punch, tropical fruit, & mango Region: Yirgacheffe Varietal: Heirloom Process: Natural Recipes: Espresso: 1:2",en
"Chocolate, mandarin, roasted hazelnuts, & creamy Producer: Eduardo dos Santos Varietal: Yellow Catuai Process: Natural Relationship Since: 2020 Recipes: Espresso: 1:2",en
chocolate and roasted hazelnuts and a creamy mouthfeel,en
